"ID","Coder","Ausgabe","Nummer","Seite"
4000446,mf,1762-03-17 00:00:00.000,22,4
4000447,mf,1762-03-17 00:00:00.000,22,5
4000448,mf,1762-03-17 00:00:00.000,22,5
4000449,mf,1762-03-17 00:00:00.000,22,5
4000450,mf,1762-03-17 00:00:00.000,22,5
4000451,mf,1762-03-17 00:00:00.000,22,6
4000452,mf,1762-03-17 00:00:00.000,22,9
4000453,mf,1762-03-20 00:00:00.000,23,1
4000454,mf,1762-03-20 00:00:00.000,23,1
4000455,mf,1762-03-20 00:00:00.000,23,1
4000456,mf,1762-03-20 00:00:00.000,23,1
4000457,mf,1762-03-20 00:00:00.000,23,1
4000458,mf,1762-03-20 00:00:00.000,23,2
4000459,mf,1762-03-20 00:00:00.000,23,2
4000460,mf,1762-03-20 00:00:00.000,23,2
4000461,mf,1762-03-20 00:00:00.000,23,2
4000462,mf,1762-03-20 00:00:00.000,23,2
4000463,mf,1762-03-20 00:00:00.000,23,2
4000464,mf,1762-03-20 00:00:00.000,23,2
4000465,mf,1762-03-20 00:00:00.000,23,2
4000466,mf,1762-03-20 00:00:00.000,23,2
4000467,mf,1762-03-20 00:00:00.000,23,3
4000468,mf,1762-03-20 00:00:00.000,23,3
4000469,mf,1762-03-20 00:00:00.000,23,3
4000470,mf,1762-03-20 00:00:00.000,23,3
4000471,mf,1762-03-20 00:00:00.000,23,3
4000472,mf,1762-03-20 00:00:00.000,23,3
4000473,mf,1762-03-20 00:00:00.000,23,3
4000474,mf,1762-03-20 00:00:00.000,23,3
4000475,mf,1762-03-20 00:00:00.000,23,3
4000476,mf,1762-03-20 00:00:00.000,23,4
4000477,mf,1762-03-20 00:00:00.000,23,4
4000478,mf,1762-03-20 00:00:00.000,23,4
4000479,mf,1762-03-20 00:00:00.000,23,4
4000480,mf,1762-03-20 00:00:00.000,23,5
4000481,mf,1762-03-20 00:00:00.000,23,5
4000482,mf,1762-03-20 00:00:00.000,23,9
4000483,mf,1762-03-20 00:00:00.000,23,15
4000484,mf,1762-03-24 00:00:00.000,24,1
4000485,mf,1762-03-20 00:00:00.000,23,1
4000486,mf,1762-03-20 00:00:00.000,23,1
4000487,mf,1762-03-20 00:00:00.000,23,1
4000488,mf,1762-03-20 00:00:00.000,23,1
4000489,mf,1762-03-20 00:00:00.000,23,1
4000490,mf,1762-03-20 00:00:00.000,23,2
4000491,mf,1762-03-24 00:00:00.000,24,2
4000492,mf,1762-03-24 00:00:00.000,24,2
4000493,mf,1762-03-24 00:00:00.000,24,2
4000494,mf,1762-03-24 00:00:00.000,24,2
4000495,mf,1762-03-24 00:00:00.000,24,2
4000496,mf,1762-03-24 00:00:00.000,24,2
4000497,mf,1762-03-24 00:00:00.000,24,2
4000498,mf,1762-03-24 00:00:00.000,24,2
4000499,mf,1762-03-24 00:00:00.000,24,2
4000500,mf,1762-03-24 00:00:00.000,24,3
4000501,mf,1762-03-24 00:00:00.000,24,3
4000502,mf,1762-03-24 00:00:00.000,24,3
4000503,mf,1762-03-24 00:00:00.000,24,3
4000504,mf,1762-03-24 00:00:00.000,24,3
4000505,mf,1762-03-24 00:00:00.000,24,3
4000506,mf,1762-03-24 00:00:00.000,24,3
4000507,mf,1762-03-24 00:00:00.000,24,4
4000508,mf,1762-03-24 00:00:00.000,24,4
4000509,mf,1762-03-24 00:00:00.000,24,4
4000510,mf,1762-03-24 00:00:00.000,24,4
4000511,mf,1762-03-24 00:00:00.000,24,5
4000512,mf,1762-03-24 00:00:00.000,24,9
4000513,mf,1762-03-24 00:00:00.000,24,9
4000514,mf,1762-03-24 00:00:00.000,24,9
4000515,mf,1762-03-24 00:00:00.000,24,9
4000516,mf,1762-03-24 00:00:00.000,24,10
4000517,mf,1762-03-24 00:00:00.000,24,10
4000518,mf,1762-03-24 00:00:00.000,24,10
4000519,mf,1762-03-27 00:00:00.000,25,1
4000520,mf,1762-03-27 00:00:00.000,25,1
4000521,mf,1762-03-27 00:00:00.000,25,1
4000522,mf,1762-03-27 00:00:00.000,25,2
4000523,mf,1762-03-27 00:00:00.000,25,2
4000524,mf,1762-03-27 00:00:00.000,25,2
4000525,mf,1762-03-27 00:00:00.000,25,2
4000526,mf,1762-03-27 00:00:00.000,25,2
4000527,mf,1762-03-27 00:00:00.000,25,2
4000528,mf,1762-03-27 00:00:00.000,25,3
4000529,mf,1762-03-27 00:00:00.000,25,3
4000530,mf,1762-03-27 00:00:00.000,25,3
4000531,mf,1762-03-27 00:00:00.000,25,4
4000532,mf,1762-03-27 00:00:00.000,25,4
4000533,mf,1762-03-27 00:00:00.000,25,4
4000534,mf,1762-03-27 00:00:00.000,25,5
4000535,mf,1762-03-27 00:00:00.000,25,5
4000536,mf,1762-03-27 00:00:00.000,25,5
4000537,mf,1762-03-27 00:00:00.000,25,5
4000538,mf,1762-03-27 00:00:00.000,25,9
4000539,mf,1762-03-31 00:00:00.000,26,1
4000540,mf,1762-03-31 00:00:00.000,26,2
4000541,mf,1762-03-31 00:00:00.000,26,4
4000542,mf,1762-03-31 00:00:00.000,26,4
4000543,mf,1762-03-31 00:00:00.000,26,4
4000544,mf,1762-03-31 00:00:00.000,26,4
4000545,mf,1762-03-31 00:00:00.000,26,4
4000546,mf,1762-03-31 00:00:00.000,26,5
4000547,mf,1762-03-31 00:00:00.000,26,5
4000548,mf,1762-03-31 00:00:00.000,26,5
4000549,mf,1762-03-31 00:00:00.000,26,5
4000550,mf,1762-03-31 00:00:00.000,26,5
4000551,mf,1762-03-31 00:00:00.000,26,9
4000552,mf,1762-04-03 00:00:00.000,27,1
4000553,mf,1762-04-03 00:00:00.000,27,3
4000554,mf,1762-04-03 00:00:00.000,27,3
4000555,mf,1762-04-03 00:00:00.000,27,3
4000556,mf,1762-04-03 00:00:00.000,27,3
4000557,mf,1762-04-03 00:00:00.000,27,3
4000558,mf,1762-04-03 00:00:00.000,27,3
4000559,mf,1762-04-03 00:00:00.000,27,4
4000560,mf,1762-04-03 00:00:00.000,27,4
4000561,mf,1762-04-03 00:00:00.000,27,5
4000562,mf,1762-04-03 00:00:00.000,27,5
4000563,mf,1762-04-03 00:00:00.000,27,5
4000564,mf,1762-04-07 00:00:00.000,28,1
4000565,mf,1762-04-07 00:00:00.000,28,1
4000566,mf,1762-04-07 00:00:00.000,28,1
4000567,mf,1762-04-07 00:00:00.000,28,2
4000568,mf,1762-04-07 00:00:00.000,28,2
4000569,mf,1762-04-07 00:00:00.000,28,2
4000570,mf,1762-04-07 00:00:00.000,28,2
4000571,mf,1762-04-07 00:00:00.000,28,2
4000572,mf,1762-04-07 00:00:00.000,28,2
4000573,mf,1762-04-07 00:00:00.000,28,3
4000574,mf,1762-04-07 00:00:00.000,28,3
4000575,mf,1762-04-07 00:00:00.000,28,3
4000576,mf,1762-04-07 00:00:00.000,28,3
4000577,mf,1762-04-07 00:00:00.000,28,3
4000578,mf,1762-04-07 00:00:00.000,28,3
4000579,mf,1762-04-07 00:00:00.000,28,3
4000580,mf,1762-04-07 00:00:00.000,28,3
4000581,mf,1762-04-07 00:00:00.000,28,3
4000582,mf,1762-04-07 00:00:00.000,28,4
4000583,mf,1762-04-07 00:00:00.000,28,4
4000584,mf,1762-04-07 00:00:00.000,28,4
4000585,mf,1762-04-07 00:00:00.000,28,5
4000586,mf,1762-04-07 00:00:00.000,28,5
4000587,mf,1762-04-07 00:00:00.000,28,5
4000588,mf,1762-04-07 00:00:00.000,28,9
4000589,mf,1762-04-10 00:00:00.000,29,1
4000590,mf,1762-04-10 00:00:00.000,29,3
4000591,mf,1762-04-10 00:00:00.000,29,3
4000592,mf,1762-04-10 00:00:00.000,29,3
4000593,mf,1762-04-10 00:00:00.000,29,4
4000594,mf,1762-04-10 00:00:00.000,29,4
4000595,mf,1762-04-10 00:00:00.000,29,5
4000596,mf,1762-04-10 00:00:00.000,29,5
4000597,mf,1762-04-10 00:00:00.000,29,5
4000598,mf,1762-04-10 00:00:00.000,29,9
4000599,mf,1762-04-10 00:00:00.000,29,10
4000600,mf,1762-04-14 00:00:00.000,30,1
4000601,mf,1762-04-14 00:00:00.000,30,2
4000602,mf,1762-04-14 00:00:00.000,30,3
4000603,mf,1762-04-14 00:00:00.000,30,3
4000604,mf,1762-04-14 00:00:00.000,30,3
4000605,mf,1762-04-14 00:00:00.000,30,3
4000606,mf,1762-04-14 00:00:00.000,30,3
4000607,mf,1762-04-14 00:00:00.000,30,4
4000608,mf,1762-04-14 00:00:00.000,30,4
4000609,mf,1762-04-14 00:00:00.000,30,4
4000610,mf,1762-04-14 00:00:00.000,30,4
4000611,mf,1762-04-14 00:00:00.000,30,4
4000612,mf,1762-04-14 00:00:00.000,30,4
4000613,mf,1762-04-14 00:00:00.000,30,4
4000614,mf,1762-04-14 00:00:00.000,30,5
4000615,mf,1762-04-14 00:00:00.000,30,9
4000616,mf,1762-04-17 00:00:00.000,31,1
4000617,mf,1762-04-17 00:00:00.000,31,1
4000618,mf,1762-04-17 00:00:00.000,31,1
4000619,mf,1762-04-17 00:00:00.000,31,2
4000620,mf,1762-04-17 00:00:00.000,31,2
4000621,mf,1762-04-17 00:00:00.000,31,2
4000622,mf,1762-04-17 00:00:00.000,31,2
4000623,mf,1762-04-17 00:00:00.000,31,2
4000624,mf,1762-04-17 00:00:00.000,31,3
4000625,mf,1762-04-17 00:00:00.000,31,3
4000626,mf,1762-04-17 00:00:00.000,31,3
4000627,mf,1762-04-17 00:00:00.000,31,3
4000628,mf,1762-04-17 00:00:00.000,31,3
4000629,mf,1762-04-17 00:00:00.000,31,3
4000630,mf,1762-04-17 00:00:00.000,31,4
4000631,mf,1762-04-17 00:00:00.000,31,4
4000632,mf,1762-04-17 00:00:00.000,31,5
4000633,mf,1762-04-17 00:00:00.000,31,5
4000634,mf,1762-04-17 00:00:00.000,31,5
4000635,mf,1762-04-17 00:00:00.000,31,5
4000636,mf,1762-04-17 00:00:00.000,31,9
4000637,mf,1762-04-17 00:00:00.000,31,13
4000638,mf,1762-04-21 00:00:00.000,32,1
4000639,mf,1762-04-21 00:00:00.000,32,1
4000640,mf,1762-04-21 00:00:00.000,32,2
4000641,mf,1762-04-21 00:00:00.000,32,2
4000642,mf,1762-04-21 00:00:00.000,32,2
4000643,mf,1762-04-21 00:00:00.000,32,2
4000644,mf,1762-04-21 00:00:00.000,32,2
4000645,mf,1762-04-21 00:00:00.000,32,2
4000646,mf,1762-04-21 00:00:00.000,32,2
4000647,mf,1762-04-21 00:00:00.000,32,3
4000648,mf,1762-04-21 00:00:00.000,32,3
4000649,mf,1762-04-21 00:00:00.000,32,3
4000650,mf,1762-04-21 00:00:00.000,32,3
4000651,mf,1762-04-21 00:00:00.000,32,3
4000652,mf,1762-04-21 00:00:00.000,32,3
4000653,mf,1762-04-21 00:00:00.000,32,3
4000654,mf,1762-04-21 00:00:00.000,32,3
4000655,mf,1762-04-21 00:00:00.000,32,3
4000656,mf,1762-04-21 00:00:00.000,32,3
4000657,mf,1762-04-21 00:00:00.000,32,4
4000658,mf,1762-04-21 00:00:00.000,32,4
4000659,mf,1762-04-21 00:00:00.000,32,4
4000660,mf,1762-04-21 00:00:00.000,32,4
4000661,mf,1762-04-21 00:00:00.000,32,4
4000662,mf,1762-04-21 00:00:00.000,32,4
4000663,mf,1762-04-21 00:00:00.000,32,4
4000664,mf,1762-04-21 00:00:00.000,32,4
4000665,mf,1762-04-21 00:00:00.000,32,4
4000666,mf,1762-04-21 00:00:00.000,32,4
4000667,mf,1762-04-21 00:00:00.000,32,5
4000668,mf,1762-04-21 00:00:00.000,32,5
4000669,mf,1762-04-21 00:00:00.000,32,5
4000670,mf,1762-04-21 00:00:00.000,32,5
4000671,mf,1762-04-21 00:00:00.000,32,5
4000672,mf,1762-04-21 00:00:00.000,32,5
4000673,mf,1762-04-21 00:00:00.000,32,9
4000674,mf,1762-04-21 00:00:00.000,32,13
4000675,mf,1762-04-24 00:00:00.000,33,1
4000676,mf,1762-04-24 00:00:00.000,33,2
4000677,mf,1762-04-24 00:00:00.000,33,2
4000678,mf,1762-04-24 00:00:00.000,33,2
4000679,mf,1762-04-24 00:00:00.000,33,2
4000680,mf,1762-04-24 00:00:00.000,33,2
4000681,mf,1762-04-24 00:00:00.000,33,3
4000682,mf,1762-04-24 00:00:00.000,33,3
4000683,mf,1762-04-24 00:00:00.000,33,3
4000684,mf,1762-04-24 00:00:00.000,33,3
4000685,mf,1762-04-24 00:00:00.000,33,4
4000686,mf,1762-04-24 00:00:00.000,33,4
4000687,mf,1762-04-24 00:00:00.000,33,9
4000688,mf,1762-04-28 00:00:00.000,34,1
4000689,mf,1762-04-28 00:00:00.000,34,1
4000690,mf,1762-04-28 00:00:00.000,34,1
4000691,mf,1762-04-28 00:00:00.000,34,1
4000692,mf,1762-04-28 00:00:00.000,34,2
4000693,mf,1762-04-28 00:00:00.000,34,3
4000694,mf,1762-04-28 00:00:00.000,34,3
4000695,mf,1762-04-28 00:00:00.000,34,4
4000696,mf,1762-04-28 00:00:00.000,34,4
4000697,mf,1762-04-28 00:00:00.000,34,4
4000698,mf,1762-04-28 00:00:00.000,34,5
4000699,mf,1762-04-28 00:00:00.000,34,5
4000700,mf,1762-04-28 00:00:00.000,34,5
4000701,mf,1762-04-28 00:00:00.000,34,5
4000702,mf,1762-04-28 00:00:00.000,34,5
4000703,mf,1762-04-28 00:00:00.000,34,9
4000704,mf,1762-04-28 00:00:00.000,34,13
4000705,mf,1762-05-01 00:00:00.000,35,1
4000706,mf,1762-05-01 00:00:00.000,35,1
4000707,mf,1762-05-01 00:00:00.000,35,2
4000708,mf,1762-05-01 00:00:00.000,35,2
4000709,mf,1762-05-01 00:00:00.000,35,2
4000710,mf,1762-05-01 00:00:00.000,35,2
4000711,mf,1762-05-01 00:00:00.000,35,2
4000712,mf,1762-05-01 00:00:00.000,35,2
4000713,mf,1762-05-01 00:00:00.000,35,3
4000714,mf,1762-05-01 00:00:00.000,35,3
4000715,mf,1762-05-01 00:00:00.000,35,3
4000716,mf,1762-05-01 00:00:00.000,35,3
4000717,mf,1762-05-01 00:00:00.000,35,3
4000718,mf,1762-05-01 00:00:00.000,35,3
4000719,mf,1762-05-01 00:00:00.000,35,4
4000720,mf,1762-05-01 00:00:00.000,35,4
4000721,mf,1762-05-01 00:00:00.000,35,4
4000722,mf,1762-05-01 00:00:00.000,35,4
4000723,mf,1762-05-01 00:00:00.000,35,4
4000724,mf,1762-05-01 00:00:00.000,35,4
4000725,mf,1762-05-01 00:00:00.000,35,4
4000726,mf,1762-05-01 00:00:00.000,35,5
4000727,mf,1762-05-01 00:00:00.000,35,5
4000728,mf,1762-05-01 00:00:00.000,35,9
4000729,mf,1762-05-05 00:00:00.000,36,1
4000730,mf,1762-05-05 00:00:00.000,36,1
4000731,mf,1762-05-05 00:00:00.000,36,1
4000732,mf,1762-05-05 00:00:00.000,36,2
4000733,mf,1762-05-05 00:00:00.000,36,2
4000735,mf,1762-05-05 00:00:00.000,36,2
4000736,mf,1762-05-05 00:00:00.000,36,2
4000737,mf,1762-05-05 00:00:00.000,36,2
4000738,mf,1762-05-05 00:00:00.000,36,3
4000739,mf,1762-05-05 00:00:00.000,36,4
4000740,mf,1762-05-05 00:00:00.000,36,4
4000741,mf,1762-05-05 00:00:00.000,36,4
4000742,mf,1762-05-05 00:00:00.000,36,4
4000743,mf,1762-05-05 00:00:00.000,36,4
4000744,mf,1762-05-05 00:00:00.000,36,4
4000745,mf,1762-05-05 00:00:00.000,36,5
4000746,mf,1762-05-05 00:00:00.000,36,9
4000747,mf,1762-05-05 00:00:00.000,36,13
4000748,mf,1762-05-05 00:00:00.000,36,15
4000749,mf,1762-05-08 00:00:00.000,37,1
4000750,mf,1762-05-08 00:00:00.000,37,1
4000751,mf,1762-05-08 00:00:00.000,37,1
4000752,mf,1762-05-08 00:00:00.000,37,1
4000753,mf,1762-05-08 00:00:00.000,37,2
4000754,mf,1762-05-08 00:00:00.000,37,2
4000755,mf,1762-05-08 00:00:00.000,37,2
4000756,mf,1762-05-08 00:00:00.000,37,2
4000757,mf,1762-05-08 00:00:00.000,37,2
4000758,mf,1762-05-08 00:00:00.000,37,3
4000759,mf,1762-05-08 00:00:00.000,37,3
4000760,mf,1762-05-08 00:00:00.000,37,3
4000761,mf,1762-05-08 00:00:00.000,37,4
4000762,mf,1762-05-08 00:00:00.000,37,4
4000763,mf,1762-05-08 00:00:00.000,37,4
4000764,mf,1762-05-08 00:00:00.000,37,5
4000765,mf,1762-05-08 00:00:00.000,37,5
4000766,mf,1762-05-08 00:00:00.000,37,9
4000767,mf,1762-05-08 00:00:00.000,37,17
4000768,mf,1762-05-08 00:00:00.000,37,17
4000769,mf,1762-05-12 00:00:00.000,38,1
4000770,mf,1762-05-12 00:00:00.000,38,1
4000771,mf,1762-05-12 00:00:00.000,38,1
4000772,mf,1762-05-12 00:00:00.000,38,1
4000773,mf,1762-05-12 00:00:00.000,38,1
4000774,mf,1762-05-12 00:00:00.000,38,1
4000775,mf,1762-05-12 00:00:00.000,38,2
4000776,mf,1762-05-12 00:00:00.000,38,2
4000777,mf,1762-05-12 00:00:00.000,38,3
4000778,mf,1762-05-12 00:00:00.000,38,3
4000779,mf,1762-05-12 00:00:00.000,38,3
4000780,mf,1762-05-12 00:00:00.000,38,3
4000781,mf,1762-05-12 00:00:00.000,38,3
4000782,mf,1762-05-12 00:00:00.000,38,3
4000783,mf,1762-05-12 00:00:00.000,38,4
4000784,mf,1762-05-12 00:00:00.000,38,4
4000785,mf,1762-05-12 00:00:00.000,38,4
4000786,mf,1762-05-12 00:00:00.000,38,4
4000787,mf,1762-05-12 00:00:00.000,38,4
4000788,mf,1762-05-12 00:00:00.000,38,5
4000789,mf,1762-05-12 00:00:00.000,38,5
4000790,mf,1762-05-12 00:00:00.000,38,5
4000791,mf,1762-05-12 00:00:00.000,38,5
4000792,mf,1762-05-12 00:00:00.000,38,5
4000793,mf,1762-05-12 00:00:00.000,38,5
4000794,mf,1762-05-12 00:00:00.000,38,9
4000795,mf,1762-05-12 00:00:00.000,38,9
4000796,mf,1762-05-15 00:00:00.000,39,1
4000797,mf,1762-05-15 00:00:00.000,39,1
4000798,mf,1762-05-15 00:00:00.000,39,1
4000799,mf,1762-05-15 00:00:00.000,39,1
4000800,mf,1762-05-15 00:00:00.000,39,2
4000801,mf,1762-05-15 00:00:00.000,39,2
4000802,mf,1762-05-15 00:00:00.000,39,2
4000803,mf,1762-05-15 00:00:00.000,39,2
4000804,mf,1762-05-15 00:00:00.000,39,2
4000805,mf,1762-05-15 00:00:00.000,39,3
4000806,mf,1762-05-15 00:00:00.000,39,3
4000807,mf,1762-05-15 00:00:00.000,39,3
4000808,mf,1762-05-15 00:00:00.000,39,4
4000809,mf,1762-05-15 00:00:00.000,39,4
4000810,mf,1762-05-15 00:00:00.000,39,4
4000811,mf,1762-05-15 00:00:00.000,39,4
4000812,mf,1762-05-15 00:00:00.000,39,5
4000813,mf,1762-05-15 00:00:00.000,39,9
4000814,mf,1762-05-15 00:00:00.000,39,9
4000815,mf,1762-05-15 00:00:00.000,39,13
4000816,mf,1762-05-19 00:00:00.000,40,1
4000817,mf,1762-05-19 00:00:00.000,40,1
4000818,mf,1762-05-19 00:00:00.000,40,1
4000819,mf,1762-05-19 00:00:00.000,40,2
4000820,mf,1762-05-19 00:00:00.000,40,2
4000821,mf,1762-05-19 00:00:00.000,40,2
4000822,mf,1762-05-19 00:00:00.000,40,2
4000823,mf,1762-05-19 00:00:00.000,40,2
4000824,mf,1762-05-19 00:00:00.000,40,2
4000825,mf,1762-05-19 00:00:00.000,40,2
4000826,mf,1762-05-19 00:00:00.000,40,2
4000827,mf,1762-05-19 00:00:00.000,40,2
4000828,mf,1762-05-19 00:00:00.000,40,3
4000829,mf,1762-05-19 00:00:00.000,40,3
4000830,mf,1762-05-19 00:00:00.000,40,3
4000831,mf,1762-05-19 00:00:00.000,40,3
4000832,mf,1762-05-19 00:00:00.000,40,3
4000833,mf,1762-05-19 00:00:00.000,40,3
4000834,mf,1762-05-19 00:00:00.000,40,4
4000835,mf,1762-05-19 00:00:00.000,40,4
4000836,mf,1762-05-19 00:00:00.000,40,4
4000837,mf,1762-05-19 00:00:00.000,40,4
4000838,mf,1762-05-19 00:00:00.000,40,4
4000839,mf,1762-05-19 00:00:00.000,40,5
4000840,mf,1762-05-19 00:00:00.000,40,9
4000841,mf,1762-05-19 00:00:00.000,40,9
4000842,mf,1762-05-22 00:00:00.000,41,1
4000843,mf,1762-05-22 00:00:00.000,41,3
4000844,mf,1762-05-22 00:00:00.000,41,3
4000845,mf,1762-05-22 00:00:00.000,41,3
4000846,mf,1762-05-22 00:00:00.000,41,3
4000847,mf,1762-05-22 00:00:00.000,41,3
4000848,mf,1762-05-22 00:00:00.000,41,4
4000849,mf,1762-05-22 00:00:00.000,41,4
4000850,mf,1762-05-22 00:00:00.000,41,5
4000851,mf,1762-05-22 00:00:00.000,41,5
4000852,mf,1762-05-22 00:00:00.000,41,5
4000853,mf,1762-05-22 00:00:00.000,41,5
4000854,mf,1762-05-22 00:00:00.000,41,5
4000855,mf,1762-05-22 00:00:00.000,41,6
4000856,mf,1762-05-22 00:00:00.000,41,9
4000857,mf,1762-05-22 00:00:00.000,41,9
4000858,mf,1762-05-22 00:00:00.000,41,11
4000859,mf,1762-05-26 00:00:00.000,42,1
4000860,mf,1762-05-26 00:00:00.000,42,1
4000861,mf,1762-05-26 00:00:00.000,42,1
4000862,mf,1762-05-26 00:00:00.000,42,2
4000863,mf,1762-05-26 00:00:00.000,42,2
4000864,mf,1762-05-26 00:00:00.000,42,3
4000865,mf,1762-05-26 00:00:00.000,42,3
4000866,mf,1762-05-26 00:00:00.000,42,3
4000867,mf,1762-05-26 00:00:00.000,42,3
4000868,mf,1762-05-26 00:00:00.000,42,3
4000869,mf,1762-05-26 00:00:00.000,42,3
4000870,mf,1762-05-26 00:00:00.000,42,4
4000871,mf,1762-05-26 00:00:00.000,42,4
4000872,mf,1762-05-26 00:00:00.000,42,4
4000873,mf,1762-05-26 00:00:00.000,42,9
4000874,mf,1762-05-26 00:00:00.000,42,11
4000875,mf,1762-05-29 00:00:00.000,43,1
4000876,mf,1762-05-26 00:00:00.000,42,11
4000877,mf,1762-05-29 00:00:00.000,43,1
4000878,mf,1762-05-29 00:00:00.000,43,1
4000879,mf,1762-05-29 00:00:00.000,43,1
4000880,mf,1762-05-29 00:00:00.000,43,1
4000881,mf,1762-05-29 00:00:00.000,43,2
4000882,mf,1762-05-29 00:00:00.000,43,2
4000883,mf,1762-05-29 00:00:00.000,43,2
4000884,mf,1762-05-29 00:00:00.000,43,2
4000885,mf,1762-05-29 00:00:00.000,43,2
4000886,mf,1762-05-29 00:00:00.000,43,2
4000887,mf,1762-05-29 00:00:00.000,43,2
4000888,mf,1762-05-29 00:00:00.000,43,2
4000889,mf,1762-05-29 00:00:00.000,43,3
4000890,mf,1762-05-29 00:00:00.000,43,3
4000891,mf,1762-05-29 00:00:00.000,43,3
4000892,mf,1762-05-29 00:00:00.000,43,3
4000893,mf,1762-05-29 00:00:00.000,43,3
4000894,mf,1762-05-29 00:00:00.000,43,3
4000895,mf,1762-05-29 00:00:00.000,43,3
4000896,mf,1762-05-29 00:00:00.000,43,4
4000897,mf,1762-05-29 00:00:00.000,43,4
4000898,mf,1762-05-29 00:00:00.000,43,4
4000899,mf,1762-05-29 00:00:00.000,43,4
4000900,mf,1762-05-29 00:00:00.000,43,5
4000901,mf,1762-05-29 00:00:00.000,43,5
4000902,mf,1762-05-29 00:00:00.000,43,9
4000903,mf,1762-05-29 00:00:00.000,43,13
4000904,mf,1762-05-29 00:00:00.000,44,1
4000905,mf,1762-05-29 00:00:00.000,44,1
4000906,mf,1762-05-29 00:00:00.000,44,1
4000907,mf,1762-06-02 00:00:00.000,44,1
4000908,mf,1762-06-02 00:00:00.000,44,2
4000909,mf,1762-06-02 00:00:00.000,44,2
4000910,mf,1762-06-02 00:00:00.000,44,2
4000911,mf,1762-06-02 00:00:00.000,44,2
4000912,mf,1762-06-02 00:00:00.000,44,2
4000913,mf,1762-06-02 00:00:00.000,44,2
4000914,mf,1762-06-02 00:00:00.000,44,2
4000915,mf,1762-06-02 00:00:00.000,44,2
4000916,mf,1762-06-02 00:00:00.000,44,2
4000917,mf,1762-06-02 00:00:00.000,44,3
4000918,mf,1762-06-02 00:00:00.000,44,3
4000919,mf,1762-06-02 00:00:00.000,44,3
4000920,mf,1762-06-02 00:00:00.000,44,4
4000921,mf,1762-06-02 00:00:00.000,44,4
4000922,mf,1762-06-02 00:00:00.000,44,5
4000923,mf,1762-06-02 00:00:00.000,44,5
4000924,mf,1762-06-02 00:00:00.000,44,5
4000925,mf,1762-06-02 00:00:00.000,44,9
4000926,mf,1762-06-02 00:00:00.000,44,9
4000927,mf,1762-06-02 00:00:00.000,44,9
4000928,mf,1762-06-02 00:00:00.000,44,9
4000929,mf,1762-06-02 00:00:00.000,44,9
4000930,mf,1762-06-02 00:00:00.000,44,9
4000931,mf,1762-06-02 00:00:00.000,44,11
4000932,mf,1762-06-02 00:00:00.000,44,12
4000933,mf,1762-06-05 00:00:00.000,45,1
4000934,mf,1762-06-05 00:00:00.000,45,1
4000935,mf,1762-06-05 00:00:00.000,45,2
4000936,mf,1762-06-05 00:00:00.000,45,2
4000937,mf,1762-06-05 00:00:00.000,45,2
4000938,mf,1762-06-05 00:00:00.000,45,2
4000939,mf,1762-06-05 00:00:00.000,45,2
4000940,mf,1762-06-05 00:00:00.000,45,3
4000941,mf,1762-06-05 00:00:00.000,45,3
4000942,mf,1762-06-05 00:00:00.000,45,3
4000943,mf,1762-06-05 00:00:00.000,45,3
4000944,mf,1762-06-05 00:00:00.000,45,4
4000945,mf,1762-06-05 00:00:00.000,45,4
4000946,mf,1762-06-05 00:00:00.000,45,4
4000947,mf,1762-06-05 00:00:00.000,45,4
4000948,mf,1762-06-05 00:00:00.000,45,5
4000949,mf,1762-06-05 00:00:00.000,45,9
4000950,mf,1762-06-05 00:00:00.000,45,11
4000951,mf,1762-06-05 00:00:00.000,45,13
4000952,mf,1762-06-09 00:00:00.000,46,1
4000953,mf,1762-06-09 00:00:00.000,46,1
4000954,mf,1762-06-09 00:00:00.000,46,1
4000955,mf,1762-06-09 00:00:00.000,46,1
4000956,mf,1762-06-09 00:00:00.000,46,1
4000957,mf,1762-06-09 00:00:00.000,46,1
4000958,mf,1762-06-09 00:00:00.000,46,2
4000959,mf,1762-06-09 00:00:00.000,46,2
4000960,mf,1762-06-09 00:00:00.000,46,2
4000961,mf,1762-06-09 00:00:00.000,46,2
4000962,mf,1762-06-09 00:00:00.000,46,2
4000963,mf,1762-06-09 00:00:00.000,46,2
4000964,mf,1762-06-09 00:00:00.000,46,2
4000965,mf,1762-06-09 00:00:00.000,46,3
4000966,mf,1762-06-09 00:00:00.000,46,3
4000967,mf,1762-06-09 00:00:00.000,46,3
4000968,mf,1762-06-09 00:00:00.000,46,5
4000969,mf,1762-06-09 00:00:00.000,46,6
4000970,mf,1762-06-09 00:00:00.000,46,6
4000971,mf,1762-06-09 00:00:00.000,46,6
4000972,mf,1762-06-09 00:00:00.000,46,11
4000973,mf,1762-06-09 00:00:00.000,46,15
4000974,mf,1762-06-12 00:00:00.000,47,1
4000975,mf,1762-06-12 00:00:00.000,47,1
4000976,mf,1762-06-12 00:00:00.000,47,4
4000977,mf,1762-06-12 00:00:00.000,47,4
4000978,mf,1762-06-12 00:00:00.000,47,4
4000979,mf,1762-06-12 00:00:00.000,47,4
4000980,mf,1762-06-12 00:00:00.000,47,4
4000981,mf,1762-06-12 00:00:00.000,47,4
4000982,mf,1762-06-12 00:00:00.000,47,4
4000983,mf,1762-06-12 00:00:00.000,47,4
